"","text","screen_name","user_id","created_at","favourite_count","retweet_count","location","followers_count","friends_count","account_lang","lang"
"28","Time to cut off the influence of the party's 'big swinging dicks' and for PM to listen https://t.co/y67GPdxLqL","MarieColemanAO","2479088160",2021-03-10 02:38:46,0,0,"Canberra",4171,412,NA,"en"
"29","@robreiner This is the party that keeps doing supply side policies-slashing taxes, deregulation, running up the deficit- until the economy crashes. The Robber Barons then come hat in hand asking the Dems for a bailout. Some Fed Chair saud if they’re too big to fail, they’re too big.","kjopowicz","16359189",2021-03-10 02:38:44,0,0,"TX",65,242,NA,"en"
"30","@beninbf @adamkern47 @ryangrim We all know the two party system is godawful but it's not like theres some 
quick fix.

This bill is actively making it harder for a highly radical, highly dangerous minority party to dominate the country and you're complaining about something that literally has no relevance.","TheGreeneBJ","1216545878",2021-03-10 02:29:09,0,0,"The Internet",1060,1312,NA,"en"
"31","@beninbf @adamkern47 @ryangrim It makes sense if you see that the Green party only cares about high profile presidential runs and not everything else that makes up American politics.

If they cared about local candidates and the state of American democracy theyd be fighting hard to organize for it.","TheGreeneBJ","1216545878",2021-03-10 02:03:37,0,0,"The Internet",1060,1312,NA,"en"
"32","@brantbern @ryangrim @beninbf @adamkern47 @briebriejoy @FrancaMullerPaz I trust ralph nader and I guess overall the Green party's broader motives. But like Ryan says they're being extremely narrow minded here with this.","TheGreeneBJ","1216545878",2021-03-10 02:38:44,0,0,"The Internet",1060,1312,NA,"en"
"33","@adamkern47 @ryangrim @beninbf If you think the biggest thing standing in the way of third party presidential victory is a lack of matching federal funds then you should probably learn more.

Certainly I would prefer these provisions not to be in the bill but it's really less than peanuts compared to the whole","TheGreeneBJ","1216545878",2021-03-10 01:57:15,0,0,"The Internet",1060,1312,NA,"en"
"34","@adamkern47 @ryangrim @beninbf Because it doesn't fuck them over in local and state elections. It actually helps them and everyone else in the US great deal. 

Do you actually know what's in the bill? 

Green Party cares more about high profile national elections rather than real movement building.","TheGreeneBJ","1216545878",2021-03-10 02:00:13,0,0,"The Internet",1060,1312,NA,"en"
"35","@Mevans2703 -Mario Party 9 isnt as bad people has said (we dont talk about after that)
-SMG 1 is better than SMG 2 imo
-Dream Team to me was pretty solid (I wish alphadream didnt get shutdown)
-Paper Mario Wii &gt;&gt;&gt; Paper Mario N64&gt;&gt;&gt;&gt; Gamecube","GalickGoku","4582301675",2021-03-10 02:38:43,0,0,"",18,63,NA,"en"
"36","@vindy_alexis this is our excuse to not cancel the bachelorette party","vindicatedrach","1343712507924520960",2021-03-10 02:38:43,0,0,"nialls house",115,105,NA,"en"
"37","The republican party is a joke! they care nothing about real stuff that is happening in this world they are like two yr old children who don’t get their way, you’ve seen them in stores having fits because they can’t get what they want, that’s the Republicans","masterjedi2021","24749799",2021-03-10 02:38:43,0,0,"United States",1669,1889,NA,"en"
"38","@ethscithre1 @justmartindale Sometimes she put her foot in her own mouth I don’t know if she relies what she is say are just trying to support her party.","nita11845158","1314578974081724416",2021-03-10 02:38:43,0,0,"",3,2,NA,"en"
"39","@NoLore If this was anyone else I'd be so mad at the party hat. <U+0001F602><U+0001F62D>","Sam_McAleese","205090153",2021-03-10 02:38:42,0,0,"Algonquin Territory (Ottawa) ",1820,1600,NA,"en"
"40","@Elizatweetz @RahulGandhi The blunder has already been made by allying with the left, the Congress should have swallowed their ego and sided with Trinamul, the party doesn't need to be reminded why Mamta Banerjee had left them, the Congress has to realize who needs to be fought where","MBhabok","1251212003802116096",2021-03-10 02:38:42,0,0,"",9,51,NA,"en"
"41","@SenRonJohnson But isn't gerrymandering just as bad?

And  125+  new restrictive voting bills

Like less polling places, shorter voting hours, no absentee ballots, no mail in, etc.. 

I mean how many dirty tricks does the Republican party need to do to keep in power? https://t.co/wv8s5NanRi","Tea_Leigh_20","1307696558725648384",2021-03-10 02:38:42,0,0,"",7,44,NA,"en"
"42","@DanLyrette @kinsellawarren I would love to see a 2nd centrist party led by Reyboult or someone else witha backbone. GPC &amp; NDP compete left of center, CPC &amp; PPC for right of center and LPC &amp; new party compete for centrist voters. Split the vote and have partisan MPs work more productively together","Dandaman_genuin","879735571626598401",2021-03-10 02:38:42,0,0,"",11,203,NA,"en"
"43","To which party have you voted?","CadreTDP","1252897102964776961",2021-03-10 02:38:42,1,0,"",1339,2489,NA,"en"
"44","@KRISHANUMITRA Fraud n cheater party.","MS57985648","1284675971719860224",2021-03-10 02:38:41,0,0,"",4,254,NA,"en"
"45","For those keeping score at home -
Dems doing:
* Stimulus checks
* Rapid vaccination
* Truth telling

GOP talking:
* Dr. Seuss
* Potato Person, (camera,   
   TV...)
* Trump’s new PAC being   
   named SAP 
* How Trump may destroy 
   the Republican Party","Bchandler6767","2480003345",2021-03-10 02:38:40,0,0,"",5,23,NA,"en"
"46","The FBI, C_A, and DOJ  ... corrupt
The Supreme Court ... corrupt
Demonrats and Rep. Party ... corrupt
MSM... corrupt propagandists

Medical establishment &amp; Pharma...???

If you think a DNA altering experimental injection is a good idea, you haven’t been paying attention. https://t.co/275HRkYM4M","And_NothingElse","1317259421387542528",2021-03-10 02:38:39,0,0,"",116,237,NA,"en"
"47","@a5vote

ARASHI makes me happy. ARASHI is my chicken soup.

REQUEST @arashi5official @MTV #FridayLivestream

Please play Turning Up by ARASHI

Whenever You Call/Party Starters
IN THE SUMMER/Kite/Do you... ?/Kite
a21","non_show_ma","1040061088664977408",2021-03-10 01:32:22,0,0,"",78,123,NA,"en"
"48","@a5vote

Nino is a renowned actor in Japan who won prominent acting awards.

REQUEST @arashi5official @MTV #FridayLivestream

ARASHI
Party Starters
Whenever You Call
Turning Up
Beautiful days
GUTS!
a28","non_show_ma","1040061088664977408",2021-03-10 01:32:59,0,0,"",78,123,NA,"en"
"49","@a5vote

ARASHI is a gift sent to me and the world. Please try ""Turning Up"" this week on MTV FridayLivestream!

REQUEST @arashi5official @MTV #FridayLivestream

Party Starters / The Music Never Ends / Kite
Whenever You Call / IN THE SUMMER / Carry on / BRAVE
a30","non_show_ma","1040061088664977408",2021-03-10 01:33:07,0,0,"",78,123,NA,"en"
"50","@a5vote

Jun created the Moving-Stage which goes through overhead of people. It is so exciting to see them right above your head!

REQUEST @arashi5official @MTV #FridayLivestream

ARASHI
Party Starters
Whenever You Call
IN THE SUMMER
Turning Up
BRAVE
Shake It!
a27","non_show_ma","1040061088664977408",2021-03-10 01:32:56,0,0,"",78,123,NA,"en"
"51","@a5vote

Masaki Aiba is a super gentle guy who cares animals with a warm heart.

REQUEST @arashi5official @MTV #FridayLivestream

ARASHI
Party Starters
Whenever You Call
IN THE SUMMER
Turning Up
Kaito
I'll be there
a26","non_show_ma","1040061088664977408",2021-03-10 01:32:50,0,0,"",78,123,NA,"en"
"52","@a5vote

Please enjoy ARASHI's performance on their official YouTube Channel.

REQUEST @arashi5official @MTV #FridayLivestream

Party Starters / Whenever You Call / IN THE SUMMER / Turning Up / A-RA-SHI: Reborn / Zero-G / Kite
a23","non_show_ma","1040061088664977408",2021-03-10 01:32:33,0,0,"",78,123,NA,"en"
"53","@a5vote

ARASHI is a joy of my life. Please try ""Turning Up"" this week on MTV FridayLivestream!

REQUEST @arashi5official @MTV #FridayLivestream

Party Starters / Kite / Happiness
Whenever You Call / IN THE SUMMER / Sugar / BRAVE
a29","non_show_ma","1040061088664977408",2021-03-10 01:33:02,0,0,"",78,123,NA,"en"
"54","@a5vote

Requesting ARASHI to MTV is one of our supporting efforts for their Music to be heard all over the world.

REQUEST @arashi5official @MTV #FridayLivestream

Party Starters
Kite
Whenever You Call
IN THE SUMMER
Turning Up
Do you... ?
a24","non_show_ma","1040061088664977408",2021-03-10 01:32:37,0,0,"",78,123,NA,"en"
"55","We are girls, whenever we listen to ""Whenever You Call"".
Because  ARASHI calls us that way.
Please accept the request from the ""girl"".

REQUEST @arashi5official @MTV #FridayLivestream  

Turning Up / The Music Never Ends
IN THE SUMMER / Party Starters 

<U+266A><U+042E><U+2015>(^<U+25BD>^o) <U+266A>","non_show_ma","1040061088664977408",2021-03-10 02:38:39,0,0,"",78,123,NA,"en"
"56","Miracles do exist, and they do happen. ARASHI caused a miracle with effort. The song Bruno Mars gave to Arashi will encourage us forever until the day of the reunion

REQUEST @arashi5official @MTV #FridayLivestream

Turning Up / Party Starters

( ^-^)<U+30CE><U+2220><U+203B><U+3002>.:*:·'°<U+2606>","non_show_ma","1040061088664977408",2021-03-10 02:36:57,0,0,"",78,123,NA,"en"
"57","They are only calling out one political party's immorality while willfully ignoring the other sides. The ""racial justice"" is promoting black American minorities while ignoring immigrant minorities voices that reject CRT. Sexual abuse is selectively called out as well. https://t.co/RnyNcR0g81","devonsworth","1271873926390583297",2021-03-10 02:38:35,0,0,"",327,319,NA,"en"
"58","a little late to the party","FlamandAva","1369476549217550343",2021-03-10 02:38:35,0,0,"",1,6,NA,"en"
"59","Ellerslie bosses are planning for and expecting a fully open meeting for Cup Day on Saturday even though return to Level 1 may not be confirmed until Friday. The very slight uncertainty means some prime hospo spots have opened up for those who feel like a big party. Will be huge","GuerinSports","463498084",2021-03-10 02:38:34,0,0,"Australasia",13041,714,NA,"en"
"60","@2fast2nick time for a party box. https://t.co/GX6WSrpLub","TheFrosty","15783964",2021-03-10 02:38:34,0,0,"Santa Monica, CA",2496,760,NA,"en"
"61","@jhgates1 @PayantCody @Sharon75571311 @MaximeBernier @maverick_party @FreedomAlberta No, we need real change.... Canadians seem to never learn. The real concern I have is, with every Canadian not being critical thinkers, it's putting everyone else's families at risk. I've watched Question Period in the HoC for over a year now, voting for anyone, is a vote for JT.","SunRisenShine7","1232756300263522304",2021-03-10 02:26:37,0,0,"",2434,267,NA,"en"
"62","@PRWMaverickEda @maverick_party In my view, we don't need more Conservative ""advocates"". What we need is a move in a different direction with a strong leader. Maverick is an extension of CPC (O'Toole) policies.... no thanks. 
I was impressed by @MaximeBernier interview tonight #ITrustMax
https://t.co/j2NI4dqQv0 https://t.co/nu5QAFctgC","SunRisenShine7","1232756300263522304",2021-03-10 02:30:33,0,0,"",2434,267,NA,"en"
"63","@WesternCanada1 @lootlogic Sad that Canadians continue on the same fateful path. Every other party out there are corrupt Globalist parties. Playing a game with Canadians, splitting votes between Liberal | NDP | GREEN | CPC... AND NOW ADD  CPC-MAVERICK PARTY.
OH MY GAWD! 
More will lose their lives/biz. https://t.co/ezN9XNQita","SunRisenShine7","1232756300263522304",2021-03-10 02:38:33,0,0,"",2434,267,NA,"en"
"64","@nimmity_anna @JustinTrudeau @cathmckenna @cafreeland Canadians really do need to stand strong &amp; join together with the #PPC Party. I'm an Albertan and member of the Provincial Wildrose Independence Party. @MaximeBernier uses common sense. These are not usual times, and Canada needs a <U+0001F4AA> opposition Leader to stand up for our morals. https://t.co/ohEx90gQP9","SunRisenShine7","1232756300263522304",2021-03-10 02:13:43,2,1,"",2434,267,NA,"en"
"65","@mitchellbyars And uh, party isn’t the word I meant to use in the above tweet ^ <U+0001F602>","ColetteBordelon","838940086775480320",2021-03-10 02:38:33,0,0,"Colorado Springs, CO",1491,560,NA,"en"
"66","@mitchellbyars I can attest... St. Patrick’s Day in Boulder... I don’t know how I ever had the energy for that. But still never saw a Hill party like what we saw this weekend! Sheesh.","ColetteBordelon","838940086775480320",2021-03-10 02:37:12,0,0,"Colorado Springs, CO",1491,560,NA,"en"
"67","@TampaNole850 @chrislhayes The injured party is rarely consulted in these decisions. So, why would a white guy's opinion about what is/isn't racist be of value? Why should men decide what is/isn't harmful to women; or straight people decide that for LGBTQ people?

We cannot see harms we don't experience.","DervishWaking","121490412",2021-03-10 02:38:32,0,0,"United States",7238,7292,NA,"en"
"68","@navin9610 @MahuaMoitra A rare BJP guy. You cannot be termed as Andhbhakt. You are in a rare few who supports a party with brain and logic. Wish there were more like you.<U+0001F64F><U+0001F44D><U+0001F3FB>","patriotic_zmbie","1113253112",2021-03-10 02:38:32,0,0,"India",98,222,NA,"en"
"69","BrooklynDad Defiant really sucks, but I didn't know he was a paid Democratic Party op. At least that explains why he's so unrelentingly bad. https://t.co/yaD11BnPrn","twentysides","21639890",2021-03-10 02:38:30,0,0,"",232,1071,NA,"en"
"70","@nitin4460 @kkuruganti Forget it. You have no clue and go by such statements. Do something to stop farmer suicides or they not getting atleast the MSP without which they will be in debt and crisis. Don't bring Amarinder and Arthiyas like the clones of the saffron party do. Think with your brain.","Sridhar67","105997152",2021-03-10 02:38:29,0,0,"Thiruvananthapuram Kerala",3107,1437,NA,"en"
"71","Absolutely shameful that some leading members of the Democratic Party endorsed Henry Cuellar, “Trumps favorite Democrat”, the lone Dem to just vote against the PRO Act, in his close race against passionate and principled progressive Jessica Cisneros https://t.co/B7YYzfDv84","Bayroff","169620164",2021-03-10 02:38:29,0,0,"Astoria, Queens",1881,2735,NA,"en"
"72","He’s not worried about people in MD. He’s concerned about his 2024 Presidential Bid &amp; needs support of the R. Party. https://t.co/oGCoYMpwBb","sisteravanti_","1106314632929644544",2021-03-10 02:38:28,0,0,"Upstate NY",169,105,NA,"en"
"73","if i design party x party inspired dnd outfits for the gang no i didnt &lt;3","deedubbayuh","926209598507204608",2021-03-10 02:38:27,0,0,"<U+2B50><U+FE0F><U+0001F325><U+0001F3A8><U+0001F339><U+0001F3AA>",345,192,NA,"en"
"74","Hi, can someone bring tagline party back? 

I miss it! @TXT_bighit @TXT_members 
#TOMORROW_X_TOGETHER","RianaTxt","1304311468628742144",2021-03-10 02:38:26,0,0,"",45,106,NA,"en"
"75","the bossa nova and launch party parts are hell","X__XGAMEOVER","1345139874765135874",2021-03-10 02:38:26,0,0,"aquarium park",51,44,NA,"en"
"76","@ProjectLincoln What the HELL!  Iowa just got one passed into law. The republican party is f*cking dead. There are only fascists left. We're gonna crush those mf'ers at the polls.","abell_elise","2934132024",2021-03-10 02:38:26,0,0,"Oregon, USA",582,658,NA,"en"
"77","This guy is a grifter for the Democratic Party https://t.co/3bNsjc6hSv","LexowJ","1081978847468376067",2021-03-10 02:38:26,0,0,"Illinois, USA",187,241,NA,"en"
"78","Was there no one from Pollok in the labour party to represent their own community. https://t.co/Sr5wMLECD9","NaeHumanRights","3437727658",2021-03-10 02:38:26,0,0,"",38,1001,NA,"en"
"79","my clown ass just read an ad on facebook that they are playing one direction this is us in movie theaters. but then i read the fine print that it was austrailian theaters only <U+0001F921> bruh i was so  ready to walk to the movie theater with a shit ton of my old merch on and party- https://t.co/uHAW4Zd5iz","tpwkgucci","809440100",2021-03-10 02:38:26,0,0,"Staten Island, NYC <U+0001F497>",8840,3615,NA,"en"
"80","@jhavers9 @laurenboebert I love the way the word ""elite"" has come to mean something bad. It's bizarre. The people who makes her think she's any of those things are bonkers. Her IQ is so low she might as well be Tuberville. The republican party is a joke and they need to disappear.","ToutSuiteSinner","1259279420780613632",2021-03-10 02:38:25,0,0,"",6851,6889,NA,"en"
"81","New unseen footage of the Oprah interview. Might shed light on the guilty party. Might not too <U+0001F923><U+0001F923><U+0001F923> https://t.co/yo9wIKDZZZ","Wallen001","1323593828",2021-03-10 02:38:25,0,0,"",407,605,NA,"en"
"82","@LockeWick @kelfisc @justmartindale Not only that, but her party is moving toward the same kind of rule we fought the separate from. The Republican Party is the party of king-makers now.","Greedsakiller","212645955",2021-03-10 02:38:24,1,0,"Northwest",2316,3021,NA,"en"
"83","I beat the game, so Thursday I'll be doing a SMW romhack, still trying to decide which one.

We sent the party over to @lolkristin and @t0zzle1","pearbear321","1252813023317602304",2021-03-10 02:38:24,0,0,"he/him",39,82,NA,"en"
"84","@xBruci He’s lost everything he’s a joke of their party he will use anything right now. We need people doing it for the right reason or it will turn out bad","RickHammerTime","493724122",2021-03-10 02:38:24,0,0,"Clementon, south jersey",488,948,NA,"en"
"85","@atrupar I can’t believe anyone can be as ridiculous as Jordan.  Man up, work for the country and stop whining! What the hell has happened to the Republican Party?","patdovebowers","4067211929",2021-03-10 02:38:23,0,0,"",45,209,NA,"en"
"86","@klassified13 Uh... Mario Party Netplay. My controller/computer was jank. I need to buy a new one of both.","chibivargas","48601517",2021-03-10 02:38:23,0,0,"",366,814,NA,"en"
"87","@DrCSWilliam It’s been that way for as long as I can remember regardless of which party controls power and it ain’t about to change.","SuboxoneDrOC","729352510545092608",2021-03-10 02:38:22,0,0,"Mission Viejo, CA",1357,2279,NA,"en"
"88","@shfly3424 @shfly3424 GOOD MORNING <U+2600> LOVELY MAN. I hope that YOU are FEELING WELL. I'm looking forward to watch the first TEASER of the ""HOUSE PARTY"" MV <U+0001F3A5> today.
HAVE a NICE DAY MY PRECIOUS LOVE <U+0001F497>
PLEASE TAKE CARE of YOURSELF.
<U+C0AC><U+B791><U+D574><U+C694> <U+0001F49D> MY KING <U+0001F451>
<U+0001F49E><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F49E>","Damaris22244307","1010497680672468992",2021-03-10 02:38:21,0,0,"",6,14,NA,"en"
"89","@CerromeRussell @vivp13 Damn, I’d be the dumbass excited to be enrolled in the Jagged Edge program, yelling “where the party at??” and it’s just D block...","JayVilla44","15692254",2021-03-10 02:38:21,0,0,"",635,1296,NA,"en"
"90","@SJofficial SEE YOU AT THE HOUSE PARTY

#SUPERJUNIOR #SUPERJUNIOR_THERENAISSANCE #THERENAISSANCE #HOUSEPARTY","sujugantengmulu","484606103",2021-03-10 02:09:01,0,0,"",2687,1629,NA,"en"
"91","@SJofficial <U+0001F499><U+0001F499><U+0001F499>     <U+0001F499><U+0001F499><U+0001F499><U+0001F499>
<U+0001F499>                          <U+0001F499>
<U+0001F499><U+0001F499><U+0001F499>                <U+0001F499>
          <U+0001F499>      <U+0001F499>     <U+0001F499>
<U+0001F499><U+0001F499><U+0001F499>      <U+0001F499><U+0001F499><U+0001F499>

SEE YOU AT THE HOUSE PARTY <U+0001F389>

#<U+C288><U+D37C><U+C8FC><U+B2C8><U+C5B4> #SUPERJUNIOR
#The10thAlbum #TheRenaissance
#SUPERJUNIOR_TheRenaissance 
@SJofficial","sujugantengmulu","484606103",2021-03-10 02:38:21,0,0,"",2687,1629,NA,"en"
"92","Battle of Party Games!!!

https://t.co/lRflaVVaFV","Buckeye803312","51308780",2021-03-10 02:38:20,0,0,"",108,914,NA,"en"
"93","It’s a duty not a Hollywood party. The monarch is head of church and state. This isn’t a glitter club. https://t.co/gDNE3EV4YA","RukhsanaSukhan","948986109027008512",2021-03-10 02:38:18,0,0,"Vancouver, BC, Canada",2426,2536,NA,"en"
"94","Lol so a costume party? https://t.co/MzqDjuJf71","ElBorregoal","466320154",2021-03-10 02:38:18,0,0,"Torrance, Ca",337,386,NA,"en"
"95","@aroonpurie The disastrous path India is on last 7 years is maybe 25% lack of opposition and 75% lack of good governance by the ruling party. You need to have 3-4 articles criticizing the govt’s mismanagement  for every one article like this","koibanda","1256761416830386176",2021-03-10 02:38:18,0,0,"",2,292,NA,"en"
"96","@DevinNunes the Democratic Party is no social  party but the Republicans party is the new “Nazi” party!! And Trump is the head of the party and or Doctor  https://t.co/REE9t5nE6V","FreedomfrmG","1360404779130712064",2021-03-10 02:38:18,0,0,"Washington, DC",45,243,NA,"en"
"97","The @GOP https://t.co/f6DjjwmGj8 is corrupt and dangerous to are nation because there racist and fascist party","FreedomfrmG","1360404779130712064",2021-03-10 01:53:14,0,0,"Washington, DC",45,243,NA,"en"
"98","The thing about @piersmorgan is he was a party to a murdered childs phone being hacked, anything else is just white noise","AntContumacious","1047059856170074112",2021-03-10 02:38:17,0,0,"The Devils Elbow",236,353,NA,"en"
"99","8Pm-4 Am is CAFEW time in  Myanmar. Military TERRORISTS taking this time advantagely 
to arrest who they might think protest leader, Charity founder for the sake of money, kill NLD party member, arrest Lawyer who helping detainees every nights.

#WhatsHappeningInMyanmar 
@hrw https://t.co/UNQU34DAy2","Jessica25894342","1357059095316946945",2021-03-10 02:38:16,0,0,"",22,320,NA,"en"
"100","@FAINTCOLT760 @PlayApex It has been unplayable for more than 4 seasons now.  The audio glitches are getting worse.  Especially the text chats that keep coming through from random people not even in your party.","BadIrishWoman","1529086794",2021-03-10 02:38:16,0,0,"",40,78,NA,"en"
"101","@atrupar Jimmy is the face of the Republican Party ! ... Never Go Full Kanye ! https://t.co/niTIEGXtpr","terrence_leech","1334410171",2021-03-10 02:38:16,0,0,"",33,730,NA,"en"
"102","@CoriBush @JamaalBowmanNY #AB5 was a mistake in California. The #PROAct would mean the end of the Democratic Party. I voted Republican and wrote in Bernie because of, among other things, AB5. You guys are idiots. And you deserve what is coming. <U+0001F485><U+0001F3FB><U+2665><U+FE0F>","yobellaisabeast","1297998910653206531",2021-03-10 02:38:15,0,0,"",137,456,NA,"en"
