"","text","screen_name","user_id","created_at","favourite_count","retweet_count","location","followers_count","friends_count","account_lang"
"2199","RT @LovelyZena: Butcher, Baker, Nightmare Maker is such a vibe. It feels like a demented soap opera and honestly, we need more like it. The…","HMK910_",1369483172539465728,"2021-03-10 03:00:06",0,7,"Texas",1017,4646,NA
"2200","@Alyssa_Buenoo when we wrote her a whole ass essay asking if u n jess could spend the night after the xmas party💔","JaelyseMendoza",1369483168592625664,"2021-03-10 03:00:05",1,0,"Phoenix, AZ",420,248,NA
"2201","RT @JoyousCivic: There is absolutely nothing Green about the Scottish Green Party.
An absolute shower of charlatans propping up the most di…","Kestrel246",1369483168261242880,"2021-03-10 03:00:05",0,60,"",1686,2935,NA
"2202","ARASHI's concert is so wonderful. Jun who is member of ARASHI produce their concert.

REQUEST @arashi5official @MTV… https://t.co/jIst0yLQpQ","hmsheepman3",1369483167992848384,"2021-03-10 03:00:05",0,0,"ここに残していった足跡",869,879,NA
"2203","RT @JonPiccini: Me in @jacobinmag on how Australian labour’s history of racism and exclusion conceals a hidden past, marked by solidarity a…","yeah_but_still_",1369483166705192960,"2021-03-10 03:00:05",0,71,"",258,440,NA
"2204","The Democratic Party is getting stronger by the day.  Thank you 🦅🇺🇸 https://t.co/duCJbBj7Kq","TheActor_movie",1369483164561838080,"2021-03-10 03:00:04",0,0,"NYC/LA",4964,5416,NA
"2205","believing the other party before me...you were already looking to leave","brazykkay",1369483163785920512,"2021-03-10 03:00:04",0,0,"Pompano Beach, FL",92,78,NA
"2206","Turkish journalist attacked by mob after criticizing far-right party founder https://t.co/srT4VfqRxK","TurkishMinuteTM",1369483162615742464,"2021-03-10 03:00:04",0,0,"",234920,67,NA
"2207","Nevada Democratic Party staffers quit over new Dem socialist leadership https://t.co/zORoAILm6l https://t.co/DoSAGindgx","TampaSpin",1369483162460553216,"2021-03-10 03:00:04",0,0,"Florida, Tampa",172,167,NA
"2208","@TRAPALGarden Beat Dream! Arena VR Party!","LAVE_IIDX",1369483159289524224,"2021-03-10 03:00:03",0,0,"인천광역시 부평구",746,795,NA
"2209","RT @amina_dedefo: Ethiopia is going to have a fair and free elections by pushing out any opposition party??

Can you guess who is going to…","HusainLuke",1369483157750353920,"2021-03-10 03:00:03",0,20,"",1,6,NA
"2210","@rainandcryalot I imagined him as a Crit/Support mix. A quick charge ability that attacks multiple enemies at the b… https://t.co/iQjpXBp6cN","NightFuryAngel1",1369483157330829312,"2021-03-10 03:00:03",0,0,"",61,2430,NA
"2211","RT @eOrganiser: 'Moplah Riots in CPM': ‘Party members’ stage demonstration to replace Hindu candidate with Muslim candidate in Kerala: http…","PuravaPakash",1369483156575842304,"2021-03-10 03:00:02",0,34,"",1092,4089,NA
"2212","RT @thewiltonweigh: @staceyabrams Are the Republicans saying they cannot win elections based on principles and policies which appeal to maj…","joefrancisco5",1369483156013735936,"2021-03-10 03:00:02",0,2,"Fairfax Ca bay area ",2601,5000,NA
"2213","@roadamerika also happy birthday!! don’t party too hard lol","hannahhnicole98",1369483155573473280,"2021-03-10 03:00:02",0,1,"RB12•AB88•CE9",910,1009,NA
"2214","RT @merry123459: If there’s ever another pandemic in the near future, I want the Liberal Party governing Canada when it happens. As @Pierre…","AnnefromTO",1369483154961162240,"2021-03-10 03:00:02",0,79,"Brampton Canada",107,430,NA
"2215","#upcomingevents
CS Intimacy Contest+CS Siege+Cs Relic+CS Savvy Reg.+  CS Jade For Beauty+Banquet Pop. Increase Rank… https://t.co/Iib2EMxxoM","CallMeEmperorEV",1369483153488846848,"2021-03-10 03:00:02",1,0,"",1295,3,NA
"2216","You can't be the party of science when you think there are 137 gedners.","CassyWearsHeels",1369483153245667328,"2021-03-10 03:00:02",107,13,"United States",36336,32486,NA
"2217","@WordswithSteph @Scottcrates Does America need a Republican party? All they have ever done is hurt the people","Rodsplace",1369483152901693440,"2021-03-10 03:00:02",0,0,"Enjoying the view",1057,1835,NA
"2218","@tos
Green Light 
 
ARASHI 
IN THE SUMMER / Turning Up / Do you…? / Party Starters / Whenever You Call 
 
REQUEST… https://t.co/s8By7077E7","rosyb_1224",1369483152800948224,"2021-03-10 03:00:02",0,0,"のげとかこがねちょうとか",108,265,NA
"2219","SEE YOU AT THE HOUSE PARTY
🎶 2021.03.16 6PM KST 🎶

@SJofficial  #SUPERJUNIOR 
 #TheRenaissance https://t.co/1BXf0prCME","ubijalar_",1369483150783512576,"2021-03-10 03:00:01",0,0,"unknown",650,733,NA
"2220","Hold My Beer T-shirt - various colours

https://t.co/OkKP9yNjy7
#tshirt #tshirts  #alternative #underground… https://t.co/5QWB1h3kzu","SkullPrint3",1369483150166953984,"2021-03-10 03:00:01",0,1,"Buxton, England",162,168,NA
"2221","HNT Radio Resident DJ...
Phat Beat 4U from the Vault
Wednesday at 11 pm PDT, 2 am EDT, 7 am GMT
Website:… https://t.co/1BQzYLv0l6","HNTRadio",1369483149793763328,"2021-03-10 03:00:01",0,0,"Toronto, Ontario",472,706,NA
"2222","The student was given ""a copious amount of alcohol,"" https://t.co/EZ7IVbnX8N","WFSBnews",1369483147646283776,"2021-03-10 03:00:00",0,0,"Rocky Hill, Connecticut",224587,658,NA
"2223","[LOSE MV STREAMING PARTY]

Please participate in the streaming party &amp; use the below hashtag. Post your streaming p… https://t.co/49TyZJWy0T","WONHO_GLOBAL",1369483147390320640,"2021-03-10 03:00:00",23,9,"🐰",42724,5,NA
"2224","RT @RichLowry: “Not since the Alien and Sedition Acts has one political party in Congress sought to bend the power of the federal governmen…","Phil_dadil",1369483146023034880,"2021-03-10 03:00:00",0,346,"Round Rock, TX",0,14,NA
"2225","@VHSDragoness It needs more noodle options 🐲","Party_Macaw",1369483145205125120,"2021-03-10 03:00:00",0,0,"San Diego, CA",1111,2787,NA
"2226","RT @LanadelreyStats: Burnt Norton interlude daily streams on Spotify update:

4/03: +6,695 streams
5/03: +6,518 streams
6/03: +6,158 stream…","little_fuck3r",1369483142621519872,"2021-03-10 02:59:59",0,4,"Lima, Peru",163,350,NA
"2227","RT @DziadoszS: We cancelled trump because he did not get re-elected. May the same happen to you! The Republican Party is the cancel culture…","C_Coolidge",1369483141249957888,"2021-03-10 02:59:59",0,1,"San Antonio",13104,14600,NA
"2228","RT @CadreTDP: To which party have you voted?","praveennkaranam",1369483140826230784,"2021-03-10 02:59:59",0,2,"Tirupati, India",248,240,NA
"2229","Everybody is an introvert or an extrovert, whichever they choose to be. WE are all introspective or the life of the… https://t.co/eWlNe0JObO","NyavulaNeema",1369483140096524288,"2021-03-10 02:59:59",0,0,"Kenya",1863,1666,NA
"2230","@LeighMathys @SixoGcilishe @Newzroom405 @SAfmRadio With respect Ms Mathys, myself as a black person have experience… https://t.co/Hy9udCjRkO","steph_gareth",1369483136556535808,"2021-03-10 02:59:58",0,0,"Northern Cape,Kimberley",2303,3025,NA
"2231","Party poopers. You are all a bunch of crappy party poopers.","Namie_Ebooks",1369483136204038144,"2021-03-10 02:59:58",0,0,"",14,2,NA
"2232","@dezzymay22 @DonaldJTrumpJr Without criticism towards anyone or any party..I feel for Joe","SO47117923",1369483134673227776,"2021-03-10 02:59:57",1,0,"",0,17,NA
"2233","RT @LOUnaticsOFC: Twitter party for Lou at 10:00am tomorrow Save drafts beautiful people! 💚💚💚

Kindly spread and retweet! 

LOVEanLang LOUD…","Maryflo09932175",1369483134094352384,"2021-03-10 02:59:57",0,27,"",329,624,NA
"2234","@AOC It would be very helpful for you to tweet about what happened with the Nevada state party right now. We need t… https://t.co/R3hHCPr5SA","Strike4Earth",1369483133087744000,"2021-03-10 02:59:57",0,0,"Nor-cal",1350,4311,NA
"2235","RT @layzstream: LIT MASS STREAMING PARTY

Streaming on YouTube for Yixing's original MV ""Lit (蓮)"" and newest performance ""Joker"" 

🗓️ 09.03…","0SHMINE",1369483132030775296,"2021-03-10 02:59:57",0,488,"s/h only exol 🔗selective.co",790,766,NA
"2236","“In 2005, the Shadow Minister 4 Public Accountability Labor MP Kelvin Thompson put forward the Gov Advertising (Pro… https://t.co/C2y1GFY1kt","QuiteGuy7",1369483130453643264,"2021-03-10 02:59:56",0,0,"",520,816,NA
"2237","Joe Biden promising me $2000 is like when the teacher promised the class a pizza party at the end of the year","denizlovemp3",1369483129178759168,"2021-03-10 02:59:56",1,0,"",733,729,NA
"2238","Welcome back to the party, @jendavislong!!👩🏼‍🦰⭐️ #RHOD https://t.co/uXTvTcSY6T","housewivesguy",1369483123298168832,"2021-03-10 02:59:55",3,0,"New York, NY",11976,334,NA
"2239","@TomJChicago @MrTAchilles RIP to my beloved conservative party. You died a long time ago the other guy is just thro… https://t.co/C4e6nEmLcF","IreneD9267",1369483120374919168,"2021-03-10 02:59:54",1,0,"Ohio, USA",222,357,NA
"2240","RT @JosephSenyonjo3: Investigative article confirms scale of abduction &amp; enforced disappearances. It also shows the correlation with the el…","BobyK13473256",1369483118835601408,"2021-03-10 02:59:53",0,9,"",15,46,NA
"2241","Song Ru’an, Deputy Commissioner PRC MFA: “When we talk about patriotism, we are not talking about the abstraction o… https://t.co/Frd1sipjDS","antd",1369483118768361472,"2021-03-10 02:59:53",11,8,"Hong Kong",38636,1903,NA
"2242","RT @thomaskaine5: Trump’s going down.  And he is taking his businesses and the Republican party with him. https://t.co/DTIpByKQh5","peterson_mona",1369483118235688960,"2021-03-10 02:59:53",0,25,"",392,587,NA
"2243","I am having a party on Uplive, come hang out! https://t.co/kTMwlhZ8Km","tip094",1369483116377640960,"2021-03-10 02:59:53",0,0,"日本 東京",2,43,NA
"2244","@lilblueboxgirl @fantomfilms I joined The Collection party quite late and had a few to catch up with which cost a f… https://t.co/S4diUgk2nC","TheGingerDrWho",1369483114700021760,"2021-03-10 02:59:52",0,0,"Ruislip",220,114,NA
"2245","I am having a party on Uplive, come hang out! https://t.co/snhx1WvvwW","tip094",1369483113198284800,"2021-03-10 02:59:52",0,0,"日本 東京",2,43,NA
"2246","RT @NGrossman81: The GOP’s official platform was just support whatever Trump ends up wanting. Now the GOP’s letting its fundraising apparat…","RB_Phan",1369483112866926592,"2021-03-10 02:59:52",0,6,"Santa Monica",1194,2940,NA
"2247","@AMERICANHODL3 So is doge a good buy? Now I’m a real life friend: can I stay at the party house in Miami now?","Sasquilla",1369483112065994752,"2021-03-10 02:59:52",1,0,"",21,392,NA
"2248","RT @SNMEradio: A peak at last nights inaugural @SNMEradio After Party.  Join us every PPV night at https://t.co/s4de2cCf7r https://t.co/KHe…","JuniorMint12",1369483108785946624,"2021-03-10 02:59:51",0,2,"",87,516,NA
"2249","Please play ""Whenever You Call"" 
by ARASHI. This song was provided 
by Bruno Mars.

REQUEST @arashi5official @MTV… https://t.co/CcTUpxJHB9","greengreen51224",1369483102670581760,"2021-03-10 02:59:50",0,0,"",727,769,NA
"2250","RT @Ryan_Ken_Acts: This is every viral British news clip I've seen since the Meghan and Harry interview https://t.co/5WGs6I4cLe","party_bench",1369483099684282368,"2021-03-10 02:59:49",0,6172,"",126,390,NA
"2251","Do you Believe  Republicans are opposed to Democratic party because They're under the Idea &amp; Desire  to ""Make Ameri… https://t.co/zKxQMihjv9","JohnSan53342944",1369483099524988928,"2021-03-10 02:59:49",0,0,"St. Louis Mo",11,57,NA
"2252","@Addixtedtothe Ryders busting out his best suit. He going out to party HARD tonight","BloodlineBullet",1369483099361402880,"2021-03-10 02:59:49",0,0,"Wandering The Hazbin Hotel",96,719,NA
"2253","""They want Natural Resources and Environment Minister Varawut Silpa-archa to stop making himself a party to the con… https://t.co/PmN1BwMNIE","MekongEye",1369483096391700480,"2021-03-10 02:59:48",0,0,"Bangkok, Thailand",1774,225,NA
"2254","RT @drsabirsyed: The political party in power will keep on changing. 
But the farmers will rule till eternity.

#मोदी_तोमर_शर्म_करो https:/…","Lakhan12567",1369483095292907520,"2021-03-10 02:59:48",0,6,"",49,25,NA
"2255","the girls are OBSESSED with sportswear, activewear, and outerwear. 
throw in some party looks: sequins, fur.","eljosecriales",1369483093644558336,"2021-03-10 02:59:47",0,0,"",421,260,NA
"2256","It wouldn't be a party without you #BIGOLIVE &gt; #support Stop by.    https://t.co/98Q04LfzTa
https://t.co/wL5qYSgZKu https://t.co/GAyUQtiBRI","kevinwr18737213",1369483093137108992,"2021-03-10 02:59:47",0,0,"",14,133,NA
"2257","@FILMSBYJILL wanna have a 2 person block party when u come home","frawgiez",1369483090888957952,"2021-03-10 02:59:47",1,0,"SHE // HER ✰ 18! ✰ #BATGIRL!!!",1386,280,NA
"2258","@ObsoleteDogma @NormOrnstein As a Republican, I oppose the GOP becoming a workers party in the traditional definiti… https://t.co/H1317JA3mR","haque_fida",1369483088095571968,"2021-03-10 02:59:46",1,0,"Utopia, USA",93,802,NA
"2259","RT @SDHamiltonVIC: ""The truth is that most people in the Liberal party room actually don’t care about the environment. They don’t care abou…","Galenagreen",1369483083754303488,"2021-03-10 02:59:45",0,24,"",1167,2061,NA
"2260","RT @saikipluto: this is like combining two different friend groups at a birthday party 
  https://t.co/DOreAyzu10","cupidlinos",1369483080008949760,"2021-03-10 02:59:44",0,2,"desi || 16",1158,531,NA
"2261","From memoirs of cadet party member, Tyrkova A.V.: ""We assured ourselves and others that we suffocated under the opp… https://t.co/WseFCfwib9","ascendedsleepe1",1369483078125641728,"2021-03-10 02:59:44",0,0,"",47,32,NA
"2262","RT @Georgia12086181: I mean... aside from the outrageous price, and going against our charter of rights ... The quarantine hotels are not a…","Sean_P_Dillon",1369483078008270848,"2021-03-10 02:59:44",0,17,"Sarnia, ON & Clyde, MI",449,629,NA
"2263","The legislation be enacted in Georgia shows how serious the Republican Party is about rigging the next election in… https://t.co/tjabm9lxeA","jjacobe43",1369483077152604160,"2021-03-10 02:59:44",0,0,"Indian Trail, NC",17,52,NA
"2264","RT @EmmettSoldati: It's been such an honor to meet with 60 town and county Democratic committees to share my plans for a #LocalFirst future…","Wellness4You13",1369483075986612224,"2021-03-10 02:59:43",0,9,"Organizing and Winning",4482,5001,NA
"2265","@BurnerOlynyk @bxtchimaslub You say outlandish but really those views are becoming the Republican Party platform.","d_davis199",1369483075101593600,"2021-03-10 02:59:43",0,0,"Ya mutha’s house",483,847,NA
"2266","RT @psychobuticon: 20+ ARMY follow party✨

Hi I’m Irene, 24, and a med student about to graduate!! I’m Tete biased (ot7 of course). I’m kin…","MoDo2021",1369483073868423168,"2021-03-10 02:59:43",0,84,"Texas, USA",19,56,NA
"2267","RT @AliBhatti89: TLP Is the Peaceful Party and the solution to every problem to peaceful  wants way
#Anti_IslamAgenda https://t.co/uU3Tk1b2…","EaterMarkhor",1369483073675550720,"2021-03-10 02:59:43",0,111,"Karachi, Pakistan",224,603,NA
"2268","RT @ICEINTERN: Trump repeated the fundraising pitch in a statement Monday night and said, ""No more money for RINOS (Republican in name only…","ICEINTERN",1369483072106766336,"2021-03-10 02:59:42",0,2,"Irvine, California",7476,8025,NA
"2269","@NicolleDWallace @EugeneDaniels2 I keep saying, pure evil terrorist, enemy from within probably has something on la… https://t.co/wyoGX7KLUZ","swon26",1369483070622076928,"2021-03-10 02:59:42",0,0,"NYC",384,1282,NA
"2270","@richones1 @AndrewSolender No, he probably voted yes because he knows other members of his criminal party will vote against.","BeatriceHazele2",1369483067597979648,"2021-03-10 02:59:41",0,0,"",2301,2281,NA
"2271","@Zalina_MYPEACE @SMdiddy @IlhanMN @RepTimRyan Sad to say, we've no party for the marginalized and poorest among our… https://t.co/j4CLuqktI7","DougCasey18",1369483063235907584,"2021-03-10 02:59:40",0,0,"",1,126,NA
"2272","I think one of my post quarantine goals is to sit front row at a Bruno Mars concert. I wanna party up front with the real ones, lol.","GabbyDabbyDoo",1369483059611852800,"2021-03-10 02:59:39",0,0,"Los Angeles, CA",1262,866,NA
"2273","@EthanBWinter It's a workers party now!","besttrousers",1369483058328580096,"2021-03-10 02:59:39",3,0,"Somerville, MA",10394,1479,NA
"2274","RT @paymerphysics: @RealMrSkyWalker Units have to have a number. They are friends and come to the party together. 

Variables are their own…","JBudzien",1369483057858637824,"2021-03-10 02:59:39",0,1,"USA",852,2768,NA
"2275","@sextoyspolitics @satenmadpun Maybe because except in the case of physical force the oppressor/oppressed binary is… https://t.co/6rqNVUPqxk","telepathy_party",1369483057372225536,"2021-03-10 02:59:39",0,0,"",33,265,NA
"2276","@sexysexysexymom get on the nutmommy party plane! https://t.co/RRSYNekveh","jangbones",1369483056634028032,"2021-03-10 02:59:39",0,0,"NJ",312,955,NA
"2277","RT @maiamofficial: Makkal Needhi Maiam party President Mr @ikamalhaasan's Press Meet Invite - 10 Mar 2021, 4.30 PM.

#நம்ம_சின்னம்_டார்ச்_…","RajaparvaiB",1369483056612925440,"2021-03-10 02:59:39",0,135,"Bengaluru South, India",1419,130,NA
"2278","@BJP4India better to be renamed as Bewakoof Jumla Party. LOL https://t.co/ax9STo3vk8","madhavb",1369483055790923776,"2021-03-10 02:59:38",0,0,"",85,146,NA
"2279","aye y’all remember the teen party at the bowling alley a couple yes back ?? 😭😭😭 that shit was so intense","diiiamondddd",1369483053937160192,"2021-03-10 02:59:38",0,0,"Tampa, FL",200,276,NA
"2280","RT @_SunPro: After party https://t.co/Bi9CCtJPiW","katyahina417",1369483052951498752,"2021-03-10 02:59:38",0,1005,"",173,46,NA
"2281","on this week’s oc watch party luke is going full tim riggins and I’m dying","jmrivera02",1369483051609305088,"2021-03-10 02:59:37",2,0,"",7085,4078,NA
"2282","@TheRickWilson Does the Republican Party still think Trump is a necessary evil?","ellenlkseymour",1369483051160461312,"2021-03-10 02:59:37",0,0,"",26,488,NA
"2283","I would both kill and die for Angela Davis, former vice-presidential candidate of the Communist party of the United… https://t.co/cVdztYttVs","icnantspell",1369483050220990464,"2021-03-10 02:59:37",2,0,"",51,47,NA
"2284","I remember once we boycotted my 7th grade English class cause she gave her other class a pizza party and she tried… https://t.co/hdlo6x2G9z","mkweir89",1369483043396870144,"2021-03-10 02:59:35",0,0,"Where nightmares are real",203,384,NA
"2285","gah damn my half of the wedding party gone be slim af 😂","sourpatchkai",1369483040263667712,"2021-03-10 02:59:35",0,0,"out da way 🍃",2178,1637,NA
"2286","@jaketapper Anyone who believes Trump gives a rat’s ass about the Republican Party is a fool.","geowolfson",1369483040163049472,"2021-03-10 02:59:35",0,0,"Dallas, TX",55,155,NA
"2287","RT @Lalika79: In Daska out of 300+ polling stations two had law d order situation 2 people murdered but entire election was declared void w…","SaniaT77",1369483039282241536,"2021-03-10 02:59:34",0,187,"Lahore",315,391,NA
"2288","RT @Login_Prompt: @AynRandPaulRyan @NotHoodlum Don jr is da party animal https://t.co/iPgorIBD3I","HartzDonna",1369483038304968704,"2021-03-10 02:59:34",0,1,"New York, NY",1108,2919,NA
"2289","@Shadow22213833 @bethesda @Xbox Please explain why it would be dumb that 1st party Xbox studio only releases its games on xbox ecosystem?","CRO_KRETEN",1369483037247934464,"2021-03-10 02:59:34",0,0,"",17,551,NA
"2290","I need a Nigerian party ASAP https://t.co/3e4tJEjCyo","ImJusSayingTho",1369483036220264448,"2021-03-10 02:59:34",0,0,"Cali ",529,633,NA
"2291","@tagonphile @expelliatmus boba party!","kitkatteu",1369483035817570304,"2021-03-10 02:59:34",0,0,"any pronouns - hount/jouw",107,101,NA
"2292","RT @2Suhana25: What about your BJP, the party has become the hostage of Modi-Shah combo.
Moreover the better part of Indian media is burrie…","mdjavead70",1369483035511578624,"2021-03-10 02:59:34",0,145,"Faizabad, India",4750,4907,NA
"2293","@RepMullin What? I thought the Government Oppresses People party was for blue collar,working class people! You can’t have it both ways!!","PatriciaZube",1369483032361660416,"2021-03-10 02:59:33",0,0,"Macomb, MI",69,229,NA
"2294","RT @barnes_law: The fact the @GOP still doesn't get how radioactive @RepLizCheney is to the entire base of the party is a reason why they a…","ronbone99",1369483032265166848,"2021-03-10 02:59:33",0,492,"Anytown USA",99,685,NA
"2295","@SimbasSon Dont let them release the party chats","mathew_dailey",1369483031141056512,"2021-03-10 02:59:33",1,0,"",103,783,NA
"2296","RT @SallyDeal4: @joncoopertweets Trump accelerates his effort to wring power from the Republican Party.  

"" ... putting his name on things…","mimi_x4",1369483028704137216,"2021-03-10 02:59:32",0,31,"",3645,4998,NA
"2297","RT @ficgureout: it's party time! 🍻
@mozawreIla @gruipy @hadcsome @cil0ur @underskur @pucprle @voguedarls @sccrates @freudoom @leuxsam @gard…","haguardhawks",1369483027961716736,"2021-03-10 02:59:32",0,6,"𝐑𝐏",250,243,NA
"2298","RT @LyaHaru: @mrattkthu Ko Jamah from NLD party has been arrested by Armed Forces in Bago tonight around 8pm. We don’t know whether the fam…","HninThuZarLwin3",1369483024149151744,"2021-03-10 02:59:31",0,89,"",8,61,NA
"2299","REQUEST @arashi5official @MTV #FridayLivestream

Please play ""Whenever You Call"" 
by ARASHI. I can't wait the show.… https://t.co/H6P8EY5rqo","greengreen51224",1369483021590564864,"2021-03-10 02:59:30",0,0,"",727,769,NA
"2300","RT @AndreWarriors2: !!! TWITTER PARTY FOR LOU!!!

Join and tweet with us using the official tagline of the day:

WEDNeedToUnLOUck 100kSubs…","angel_sexy586",1369483020512587776,"2021-03-10 02:59:30",0,21,"Calamba City, Calabarzon",508,931,NA
"2301","I NEED A PLUS 1 FOR A PARTY BUS NEXT WEEKEND","therealjt_10",1369483019686469632,"2021-03-10 02:59:30",0,0,"",60,78,NA
"2302","@_karimel @KiranKon @amachanlovemail KARI??? You’re not invited to our aiyuu canon party anymore","torinelle1",1369483018583302144,"2021-03-10 02:59:30",2,0,"",137,224,NA
"2303","RT @btob_info: Hashtag party for Peniel's birthday has started!

Don't forget to include the tagline: PENIEL BIRTHDAY BOY
Hashtags:
#ITS_PE…","sabrinarina22",1369483017719144448,"2021-03-10 02:59:29",0,158,"",124,258,NA
"2304","Anybody believe these are conservative Republicans? These are scum, lowest of the low sellout pussies who are trait… https://t.co/KEdlyjRnEC","FREEDOMCat71",1369483016276373504,"2021-03-10 02:59:29",0,0,"San Luis Obispo County, CA USA",1074,804,NA
"2305","RT @Imskyfizzy: #WizkidFCAI The FC Audiomack Invaders #MadeinLagos Party is always fun. Hit the link below and press play to enjoy @wizkida…","MachalaSoulmate",1369483015768973312,"2021-03-10 02:59:29",0,11,"",368,297,NA
"2306","RT @HeresMakarov: @qiaocollective There is no country more aggressively neoliberal and exploitative towards its neighbours in the region. T…","crazyrichjason",1369483015232094208,"2021-03-10 02:59:29",0,1,"Oxford, Plague Island",2559,1127,NA
"2307","RT @maynadikyaw: Latest news: the terrorist forces blocked the railway workers compound at Sat San and Ma Hlwa Kone this morning as early a…","hnwXwilliam",1369483015148118016,"2021-03-10 02:59:29",0,1,"",24,123,NA
"2308","Nun of Von homies was at true party 🧐 @A1micii","hisfavorite_93",1369483014984568832,"2021-03-10 02:59:29",0,0,"Wisconsin",1333,1275,NA
"2309","RT @ZaleskiLuke: @ZoeTillman After inciting insurrection Trump has usurped power in exile, established an anti-government with the support…","jill16281332",1369483014829350912,"2021-03-10 02:59:29",0,1,"",123,399,NA
"2310","@StoenyB @Abentley77 @nikcantmine @BITVOLT7 💯🔥lit sats","tpoole_party",1369483013491462144,"2021-03-10 02:59:28",0,0,"Antarctica",104,296,NA
"2311","RT @KVishReddy: Shame on KCR KTR party.
CM""s son and TRS working president Mr. Rama Rao lying or does he not know Telugu or English. He sai…","hanmireddy",1369483012992163840,"2021-03-10 02:59:28",0,2,"Hyderabad, Telangana",3627,4908,NA
"2312","RT @lauraroslin7: @SMaurizi @BellaMagnani Navalny was expelled from liberal Yabloko oppo party for colluding with  neo-Nazis. He publicly e…","SteIIaMoris1",1369483012296110080,"2021-03-10 02:59:28",0,1,"",22,381,NA
"2313","Finished the tax meeting with the bookstore’s accountant. Quick, someone please tell me that we’ll all feel the par… https://t.co/LdjOb9zRLQ","Videstellae",1369483010769313792,"2021-03-10 02:59:28",16,0,"Chicago, IL",2123,1575,NA
"2314","#sageplaysp5s , p5s /
wait who the fuck is still in my party who'd i have for the alice fight i might need to change it","spacedlamp",1369483006969266176,"2021-03-10 02:59:27",0,0,"they/he/star! ☆ 19",143,104,NA
"2315","@BLUEfingers2021 @PRGuy17 @skyaustnews It is a self-made #MorrisonRapeCrisis due to his CHOICE to repeatedly NOT AC… https://t.co/uZ5DSoDbRN","suemulhall",1369483002619719680,"2021-03-10 02:59:26",0,0,"Singapore",138,575,NA
"2316","@ndtv She &amp; her TMC party should be defeated as its BAD for Bengal and India. Her appeasement politics of Muslims i… https://t.co/KMAaJnyi44","Justice93366538",1369483000858079232,"2021-03-10 02:59:25",0,0,"",0,8,NA
"2317","RT @MMMTRICHY: Makkal Needhi Maiam party President Mr @ikamalhaasan's Press Meet Invite - 10 Mar 2021, 4.30 PM.

#நம்ம_சின்னம்_டார்ச்_லைட்…","Karthik199815",1369482999746621440,"2021-03-10 02:59:25",0,41,"Chennai, India",1210,2950,NA
"2318","RT @titojourno: Shibli Faraz confessing on @GeoASKKS that his party will do anything and everything the opposition does - - including playi…","lfrohonch10",1.369482998522e+18,"2021-03-10 02:59:25",0,43,"Punjab, Pakistan",2246,3954,NA
"2319","@BigHitEnt please secure their accounts, put 3rd party authentication or whatsoever","vprodnim",1369482996240191488,"2021-03-10 02:59:24",0,0,"BTS' hearts ",1680,1637,NA
"2320","So the spaces one is done so I’m heading at the streaming party 😌","loveforfarmiga",1369482995346927616,"2021-03-10 02:59:24",1,0,"she/her",1305,389,NA
"2321","👩🏾‍🤝‍👩🏽Late to the party. But I’ve just worked out I can finally see myself in this emoji that I use often. Timely. #RepresentationMatters","sunitagloster",1369482995250307072,"2021-03-10 02:59:24",0,0,"",1117,831,NA
"2322","RT @imranzomg: Microsoft’s biggest win today was probably marketing a massive acquisition as something to celebrate and congratulate like a…","lsthief",1369482994998771712,"2021-03-10 02:59:24",0,194,"New York, USA",83,490,NA
"2323","Myanmar Military Terrorists celebrating and dancing during the Reunion party in Mandalay since 7pm while continuous… https://t.co/Vmp1H6NQAC","KhineThaZinOo19",1369482987709009920,"2021-03-10 02:59:22",0,0,"",75,76,NA
"2324","@learning_pt Nor will any other BJP minister or party leader other than @Swamy39","UnReLearner",1369482986731700224,"2021-03-10 02:59:22",0,0,"",11,16,NA
"2325","@StephenHart007 @SuperKoolThings @DigitMarketGuy @RepforBiden @laurenboebert @TIME I guess all those conservative j… https://t.co/v0okUDeWv8","ChrisSmithMusic",1369482983128858624,"2021-03-10 02:59:21",0,0,"Nashville, TN",9073,7409,NA
"2326","@CCP_China_Watch @Byron_Wan Dirty chinese communist party(NOT CHINESE PEOPLE)hid and lied about the #CPC VIRUS of i… https://t.co/xhJnkfdzD6","jmz2021",1369482982331879424,"2021-03-10 02:59:21",0,0,"",30,530,NA
"2327","RT @jackcalifano: Sounds like Nevada’s new socialist Democratic Party just lost all its staff and it also sounds like I’m unemployed right…","ERNSTintheATL",1369482979072958464,"2021-03-10 02:59:20",0,72,"ATL",2835,4923,NA
"2328","dear sm when i told you i wanted comebacks i didnt mean all of it simultaneously, but now that were here... overwor… https://t.co/n9dHEE9Hsc","muhanjoh",1369482978699534336,"2021-03-10 02:59:20",0,0,"`02L • EN/JP/ID",2,20,NA
"2329","@sawyervanhorn17 Party!! But safely!! 🥳🎈🥳","MonicaEddy3",1369482976531156992,"2021-03-10 02:59:20",0,0,"Washington, USA",62,242,NA
"2330","RT @flytomyrooooom: 20+ ARMY FOLLOW PARTY 
ooh another follow party 😁 
hi i’m sneha, i’m 23 and i’m looking for more armys to be besties wi…","MoDo2021",1369482975088369664,"2021-03-10 02:59:19",0,48,"Texas, USA",19,56,NA
"2331","@gerryshih Thanks Gerry. I think the messaging is largely for internal propaganda, as two sessions has always been… https://t.co/QH3Q1U2c5M","zhengwei75",1369482973620281344,"2021-03-10 02:59:19",0,0,"Hong Kong",2000,1252,NA
